
0,7,1,18,7,8,0,6,5,0,6
0,7,1,22,8,9,0,5,4,0,6
0,7,0,27,10,11,0,3,3,0,6
0,7,0,31,12,14,0,1,1,0,6
0,7,0,34,14,16,0,0,0,0,5
0,9,0,37,17,19,0,0,0,1,3
0,10,0,39,18,20,0,0,0,2,4
0,10,0,40,18,22,0,0,0,2,5
0,10,1,40,19,22,0,0,0,2,6
0,11,1,40,19,23,0,0,0,3,6
0,12,2,41,19,24,0,0,0,3,7
0,11,1,40,19,24,0,0,0,2,7
0,11,1,40,19,24,0,0,0,2,8
0,10,0,40,19,23,0,0,0,2,7
0,10,1,40,18,22,0,0,0,1,8
0,8,0,38,17,21,0,0,0,0,7
0,7,1,35,15,18,0,0,0,0,7
0,6,0,29,12,15,0,0,0,0,4
0,6,1,25,10,12,0,0,0,0,5
0,6,2,21,9,10,0,1,1,0,4
0,6,3,20,7,8,0,1,1,0,4
0,4,1,17,7,8,0,1,1,0,2
0,4,2,15,6,7,0,0,0,0,2
0,5,2,17,6,7,0,2,1,0,3
0,9,6,19,7,8,0,3,3,0,8
0,13,10,20,6,7,0,6,5,0,14
0,16,14,18,5,5,0,8,7,0,18
0,14,12,18,3,3,0,8,7,0,17
0,11,7,23,3,3,0,8,7,0,12
0,8,2,29,4,4,0,8,6,0,9
0,8,1,35,5,6,0,8,6,0,11
0,7,0,35,8,9,0,4,3,0,13
0,6,0,36,10,12,0,2,2,0,15
0,6,0,37,13,16,0,0,0,0,15
0,7,0,41,16,20,0,0,0,0,16
0,8,0,43,17,22,0,0,0,0,16
0,8,0,44,17,21,0,0,0,0,17
0,8,0,43,16,21,0,0,0,0,16
0,8,0,40,16,21,0,0,0,0,16
0,8,0,39,17,22,0,0,0,0,16
0,8,0,37,17,21,0,0,0,0,16
0,7,0,35,15,19,0,0,0,0,17
0,6,0,29,13,15,0,0,0,0,16
0,5,0,23,10,12,0,1,1,0,11
0,6,0,19,7,7,0,4,3,0,7
0,7,1,20,3,3,0,8,7,0,5
0,11,3,25,1,1,0,14,12,0,8
0,15,5,29,0,0,0,19,15,0,11
0,17,6,34,1,1,0,22,18,0,13
0,17,5,35,2,3,0,21,17,0,14
0,14,2,36,5,6,0,17,13,0,10
0,10,1,32,9,10,0,8,7,0,6
0,8,0,32,12,14,0,3,2,0,5
0,8,0,33,15,17,0,0,0,2,7
0,9,0,37,16,19,0,0,0,2,8
0,9,0,39,17,20,0,0,0,2,9
0,9,0,40,18,21,0,0,0,2,10
0,9,0,38,17,21,0,0,0,2,11
0,8,0,36,17,21,0,0,0,1,11
0,8,0,34,16,20,0,0,0,0,11
0,8,0,35,17,21,0,0,0,0,13
0,8,0,37,17,21,0,0,0,0,13
0,8,0,38,17,22,0,0,0,0,11
0,8,0,37,17,22,0,0,0,0,9
0,8,0,36,17,22,0,0,0,0,7
0,8,0,35,17,21,0,0,0,0,5
0,8,1,33,16,19,0,0,0,0,4
0,8,2,30,15,17,0,0,0,0,4
0,8,3,30,15,17,0,0,0,0,4
0,8,2,31,15,18,0,0,0,0,3
0,8,2,35,16,20,0,0,0,0,2
0,9,2,38,17,21,0,0,0,0,2
0,9,2,37,17,21,1,1,0,0,2
0,9,2,38,17,20,4,3,3,0,3
0,9,2,39,16,18,4,5,4,0,4
0,10,2,41,15,17,5,8,6,0,6
0,9,1,36,12,14,5,8,6,0,5
0,8,1,33,10,11,4,8,6,0,4
0,8,2,31,9,10,2,7,5,0,3
0,8,2,30,10,12,0,4,3,0,3
0,9,2,29,12,15,0,3,2,0,5
0,8,2,27,13,18,0,2,2,0,4
0,12,5,28,14,19,0,3,3,0,7
0,16,10,29,14,19,0,6,4,0,13
0,21,15,33,14,19,0,9,7,0,20
0,20,13,35,15,19,0,8,6,0,17
0,16,7,37,17,21,0,5,4,0,9
0,11,2,37,19,24,0,1,1,1,3
0,11,0,40,21,27,0,0,0,1,1
0,11,0,41,21,31,0,1,1,1,1
0,12,1,41,22,33,0,1,1,1,2
3,13,2,40,23,35,0,5,4,2,2
9,17,4,39,26,35,0,6,5,5,3
16,20,7,40,28,32,0,8,6,7,7
20,21,12,40,32,29,1,6,5,6,11
21,22,15,39,33,27,3,6,4,4,16
20,22,16,35,35,27,7,8,6,4,15
17,23,14,32,33,26,7,9,7,5,15
13,22,11,29,31,24,6,8,7,8,14
11,24,9,27,28,22,4,9,7,12,14
10,24,7,27,26,20,4,9,7,14,14
9,26,5,28,24,20,3,12,9,16,16
8,26,7,28,22,18,2,11,9,15,18
8,30,9,30,20,18,2,15,12,17,19
9,33,12,32,20,17,4,19,15,18,21
11,38,15,38,21,18,5,24,20,19,22
12,40,17,40,22,17,6,27,21,18,23
14,42,18,42,24,18,8,30,24,18,23
14,39,17,40,25,17,9,28,23,18,24
13,38,18,39,25,17,10,26,21,17,24
11,33,16,36,25,18,10,20,16,14,22
12,30,16,33,26,18,12,17,14,14,21
12,30,17,33,28,19,12,15,13,13,22
13,30,19,32,30,19,13,14,12,14,26
12,29,20,33,30,20,14,12,11,12,29
14,29,21,33,31,19,19,13,12,15,28
15,28,22,33,31,19,22,12,12,15,26
16,27,24,32,32,19,24,12,12,15,24
14,26,24,29,30,19,24,10,10,13,25
14,25,23,26,27,18,22,11,10,13,25
13,26,21,25,25,17,21,13,11,15,27
12,26,20,24,23,17,21,14,12,15,27
12,26,20,27,23,16,21,15,13,15,26
12,28,22,27,23,15,22,17,14,14,26
14,31,26,28,23,15,22,18,16,16,30
14,34,28,30,24,14,23,19,17,17,33
14,35,27,33,23,15,20,21,19,17,35
14,37,25,36,23,15,17,23,19,17,32
16,38,25,37,24,15,14,24,20,18,31
14,37,23,35,24,15,13,22,19,17,27
12,35,17,35,23,16,10,22,18,16,24
9,31,12,34,22,17,9,20,17,15,20
10,30,11,33,26,20,8,16,14,14,18
11,30,14,35,30,23,12,14,13,15,20
11,30,17,35,31,25,15,13,11,14,22
11,31,20,38,31,27,18,14,12,14,25
10,31,22,37,31,28,18,14,11,13,27
14,33,25,36,33,28,20,14,11,15,30
14,33,27,34,34,28,23,14,12,15,32
17,34,27,32,34,27,23,16,13,16,32
15,32,26,32,33,26,23,16,13,15,32
15,32,26,33,32,25,23,16,14,15,31
12,30,24,31,29,23,22,14,12,13,32
13,30,24,33,28,23,23,16,13,15,31
11,31,22,38,27,23,22,18,15,15,30
10,34,23,43,28,24,24,22,17,15,29
11,34,22,41,27,24,22,22,18,16,29
13,37,21,41,27,22,19,25,20,18,28
17,38,19,39,29,22,14,24,20,19,26
19,41,20,41,29,22,9,26,22,20,25
20,42,19,39,28,21,6,26,22,21,23
19,41,16,39,27,20,5,27,22,21,20
18,40,16,37,26,19,5,25,21,21,18
19,43,19,40,26,19,6,28,24,22,20
19,47,22,44,28,22,5,30,25,21,23
19,50,21,50,28,24,4,34,28,22,25
19,49,19,48,28,27,4,34,27,23,25
20,48,17,47,28,28,3,32,26,25,24
23,48,17,43,31,29,4,30,25,28,23
22,46,17,42,34,31,3,24,21,28,22
20,43,15,39,37,35,3,18,16,26,19
16,39,13,36,39,39,2,11,10,24,16
13,37,12,35,39,40,1,8,7,22,15
14,38,12,34,40,41,2,8,7,24,15
14,38,12,34,41,42,3,7,7,26,16
15,39,12,33,43,45,4,7,7,27,17
13,37,10,31,40,44,3,6,5,28,16
13,35,9,30,38,42,2,6,5,29,11
9,31,8,29,32,40,1,8,6,25,8
9,27,10,37,34,46,1,7,6,15,7
6,22,8,48,34,49,2,6,4,6,7
7,18,8,60,34,49,2,2,2,0,11
8,16,9,59,29,40,6,1,2,4,17
15,18,17,56,30,36,13,0,4,11,23
23,21,24,53,36,34,20,1,7,19,23
26,22,26,51,41,33,21,2,8,24,21
22,20,23,47,39,28,18,2,7,22,17
16,16,17,45,32,22,12,1,4,17,13
12,14,14,45,27,17,10,2,4,15,10
12,15,14,45,25,14,10,5,6,16,10
12,17,15,47,23,12,10,8,9,18,10
11,18,16,47,20,9,12,12,12,18,11
9,17,14,48,16,7,12,13,13,17,10
7,14,14,47,11,5,14,14,13,15,10
4,12,12,45,7,4,14,13,12,13,8
3,11,12,42,6,3,15,13,12,12,8
4,11,13,40,7,3,18,14,13,12,7
4,11,13,36,6,2,17,12,12,13,7
4,10,13,35,5,1,16,11,11,12,6
4,11,12,36,5,1,13,11,11,12,7
6,14,15,40,7,1,15,15,16,13,9
6,16,15,41,8,1,15,18,18,17,10
6,15,15,38,7,1,15,17,17,16,9
6,14,14,34,8,1,15,15,16,15,10
7,13,14,32,8,2,16,13,14,12,10
6,12,13,31,8,3,14,11,13,10,11
7,11,11,32,12,5,11,7,9,9,11
8,10,10,33,15,8,9,4,6,11,11
11,11,12,34,20,10,11,2,5,14,12
11,10,11,34,20,12,8,1,4,14,13
11,10,10,36,20,13,6,0,3,14,13
12,11,10,37,20,14,5,0,3,12,12
13,11,11,39,20,13,7,1,5,13,11
15,12,13,37,21,13,10,1,6,14,9
13,11,12,35,19,11,10,1,6,15,8
12,10,12,33,18,10,10,1,5,15,5
12,10,12,30,17,8,11,2,6,14,3
14,12,16,29,18,8,13,3,8,15,3
17,15,20,29,20,9,15,4,9,18,7
18,16,21,28,22,11,13,3,9,20,9
20,16,23,28,23,13,13,2,7,20,9
20,15,21,29,22,15,11,2,5,19,8
21,15,22,29,22,16,10,1,3,18,9
21,14,21,29,21,17,9,0,3,18,9
25,16,25,29,24,18,14,0,4,21,10
25,16,27,28,24,17,15,0,4,21,11
22,17,28,27,22,14,15,0,4,21,13
18,17,28,25,19,14,13,0,4,19,16
18,17,29,25,20,13,15,0,5,18,17
19,18,30,25,21,13,17,0,5,18,17
18,17,28,26,19,12,15,1,6,18,17
17,17,26,28,19,13,13,1,6,17,17
16,17,25,28,19,14,11,1,5,16,17
19,19,26,30,21,15,11,2,6,16,17
20,20,27,33,21,14,11,4,8,20,17
17,19,24,36,17,9,11,6,9,19,16
16,19,23,39,14,6,13,9,12,19,15
15,18,21,40,13,4,16,11,15,18,14
15,18,21,43,15,6,19,12,18,20,13
14,18,19,43,15,7,18,13,17,19,13
12,17,18,44,13,7,16,13,16,18,13
13,17,18,44,13,7,15,13,16,18,13
14,18,19,44,13,6,15,13,16,19,14
13,17,18,43,13,4,15,13,16,16,13
12,17,18,42,10,3,13,13,15,12,14
12,19,20,41,8,0,10,14,15,8,18
14,21,22,43,9,1,10,14,16,10,22
16,23,24,43,13,1,12,14,17,11,23
15,21,23,44,14,1,14,14,17,12,20
15,20,22,44,15,0,17,16,18,10,21
16,20,23,43,15,1,18,15,18,9,23
16,19,24,42,14,1,19,15,17,9,26
17,20,26,40,16,1,18,12,16,11,26
19,21,28,41,16,0,19,13,16,14,27
22,23,31,39,17,0,21,13,17,16,29
25,25,34,39,17,0,24,15,19,18,31
25,26,36,37,17,0,25,15,19,18,33
22,25,34,38,15,0,25,16,19,16,33
21,24,34,38,13,0,23,16,18,17,33
20,24,34,39,13,0,21,15,17,16,32
21,25,34,40,13,0,20,15,16,15,32
19,24,33,41,12,0,17,14,14,11,32
19,23,32,40,11,0,17,13,14,9,32
20,23,32,39,13,0,17,12,14,12,32
20,23,31,37,12,0,16,12,14,13,31
20,24,32,37,14,0,19,13,16,14,30
20,24,32,36,14,0,20,13,17,13,29
20,24,33,36,14,0,20,14,17,14,29
20,24,32,35,13,0,19,13,16,14,28
18,22,30,34,12,0,18,13,15,16,24
18,21,30,34,12,0,19,12,14,16,22
16,18,27,31,10,0,16,9,11,17,19
13,17,25,29,8,0,13,9,10,14,19
10,16,22,27,6,0,10,10,10,11,17
9,17,20,28,4,0,9,11,11,9,17
9,17,19,30,5,0,9,12,12,9,16
10,16,18,30,6,0,10,11,12,8,15
13,17,20,31,9,0,13,11,13,9,15
15,17,21,30,10,0,14,11,13,11,18
16,16,22,29,10,0,15,11,13,12,19
15,15,22,27,9,0,16,9,12,12,20
15,15,22,28,10,0,16,9,11,9,19
15,15,22,30,10,0,18,10,13,7,21
13,13,19,31,8,0,17,10,12,6,22
13,14,18,33,10,4,17,9,12,9,21
12,14,14,37,13,9,12,7,9,12,20
16,17,15,42,20,17,12,5,9,17,21
16,18,15,44,21,19,12,4,8,21,23
17,20,17,44,22,19,14,4,9,23,24
16,18,17,41,21,18,13,3,7,22,24
17,19,17,42,22,18,14,4,9,21,24
15,17,16,42,20,15,13,5,9,18,23
16,16,15,39,21,12,14,5,10,18,20
14,14,14,39,19,8,13,5,9,16,18
12,13,13,37,20,10,14,4,9,16,16
8,11,9,36,17,11,13,6,9,13,14
4,11,6,36,16,15,14,13,12,11,11
4,14,3,41,15,18,12,24,20,8,10
6,16,4,43,17,20,14,32,26,5,9
7,19,8,44,19,21,16,35,30,4,9
6,18,9,44,19,21,15,34,29,3,8
7,18,9,47,18,19,11,32,27,2,7
7,15,7,47,17,16,6,24,20,1,6
7,13,6,45,18,14,3,16,13,1,5
6,12,5,46,19,14,2,11,9,0,3
5,12,5,46,18,15,1,9,7,0,4
3,16,7,50,18,19,0,9,7,0,8
3,19,11,50,19,20,0,8,6,0,12
2,20,11,52,20,23,0,7,6,0,13
1,16,8,49,20,22,0,5,4,0,10
0,12,3,50,19,25,0,3,2,0,4
0,10,1,50,21,28,0,0,0,0,4
0,11,1,53,23,34,0,0,0,0,4
1,12,1,57,25,38,0,1,1,0,5
2,13,1,60,27,40,0,1,1,0,6
2,13,2,60,27,40,0,1,1,0,6
3,13,2,58,28,40,0,0,0,0,7
4,14,3,55,29,39,0,0,0,0,7
5,14,4,53,29,38,0,0,0,0,9
7,14,6,52,30,37,0,0,0,0,9
9,15,7,52,30,37,0,0,0,0,10
9,14,8,49,28,33,0,0,0,0,9
10,14,8,44,27,28,0,0,0,0,9
13,14,10,38,25,23,0,0,0,0,9
16,14,13,32,25,21,0,0,0,0,12
17,14,14,28,22,17,0,0,0,0,17
16,12,13,24,19,13,1,0,0,0,19
13,11,11,25,16,10,0,1,1,0,18
9,10,7,27,13,9,0,3,3,0,14
4,10,4,32,9,6,0,8,6,0,11
1,10,1,36,5,5,0,13,10,0,9
0,12,0,39,4,4,0,17,13,0,9
0,13,0,40,3,3,0,18,14,0,8
0,13,0,42,4,4,0,17,14,0,8
0,11,0,42,5,6,0,14,11,0,7
0,10,0,41,8,9,0,10,8,0,5
0,7,0,37,9,10,0,5,4,0,2
0,6,0,37,12,13,0,1,1,0,0
0,6,0,37,13,15,0,0,0,0,0
0,7,0,39,15,16,0,0,0,0,0
0,8,0,41,16,19,0,0,0,0,2
0,9,0,45,19,22,0,0,0,0,4
0,10,0,49,21,25,0,0,0,0,6
0,10,0,53,22,27,0,0,0,0,7
0,11,0,54,23,29,0,0,0,0,7
0,11,0,54,23,30,0,0,0,0,7
0,11,0,53,23,31,0,0,0,0,7
1,11,1,53,23,30,0,0,0,0,7
1,11,1,51,21,29,0,0,0,0,7
2,10,1,49,20,28,0,0,0,0,6
1,10,1,47,20,28,0,0,0,0,4
1,9,1,45,19,27,0,0,0,0,3
0,9,1,44,19,27,0,0,0,0,2
0,10,1,43,19,26,0,0,0,0,3
0,10,2,42,18,26,0,0,0,0,2
0,9,1,44,18,24,0,0,0,0,1
